0.4361	0.0659	1.0667	2.1272	0.1592	0.0335	0.2639	0.2856	0.951	0.5931	0.7979	0.2035	0.1387	0.8481	1.2839	0.4831	0.1	13
0.4482	0.0636	1.0185	2.0339	0.1656	0.0328	0.2626	0.2963	0.9816	0.6206	0.7884	0.2067	0.1411	0.8178	1.3535	0.5076	0.1	14
0.431	0.0648	1	2.1481	0.1627	0.0331	0.2613	0.2868	0.9825	0.648	0.7778	0.1929	0.1384	0.8153	1.3486	0.4837	0.1	15
0.4204	0.0626	1.0282	1.9854	0.1654	0.0344	0.2763	0.2906	0.9406	0.6065	0.7921	0.2082	0.1391	0.86	1.324	0.4945	0.1	16
0.4376	0.0628	1.0526	2.0519	0.1628	0.034	0.2743	0.3067	0.9553	0.5975	0.8468	0.2114	0.1319	0.8346	1.2946	0.5243	0.1	17
0.4164	0.0648	0.9985	2.1121	0.1652	0.0321	0.2741	0.2845	0.9405	0.639	0.8108	0.2119	0.1332	0.7981	1.2748	0.5419	0.1	18
0.4298	0.0654	1.0627	2.045	0.1592	0.0318	0.2601	0.2912	0.9893	0.6092	0.8322	0.2117	0.1458	0.859	1.3026	0.5012	0.1	19
0.4129	0.0672	1.0235	2.0042	0.1628	0.0313	0.255	0.2975	0.9333	0.637	0.7682	0.1986	0.1315	0.8322	1.332	0.532	0.1	20
0.4189	0.0668	0.9527	2.012	0.1626	0.0346	0.271	0.2978	0.9428	0.6193	0.8436	0.1969	0.1355	0.8564	1.3279	0.4769	0.1	21
0.4384	0.0632	0.9788	2.1061	0.1739	0.0334	0.2668	0.2897	0.9174	0.6377	0.8093	0.2047	0.14	0.8622	1.251	0.4797	0.1	22
0.4359	0.0622	1.0404	2.1285	0.1598	0.0351	0.2609	0.286	0.9014	0.6171	0.8128	0.1997	0.1448	0.8294	1.2991	0.5463	0.1	23
0.4304	0.0651	1.0161	2.0524	0.1554	0.0321	0.2638	0.2806	0.9244	0.6	0.8384	0.2142	0.1452	0.7779	1.2829	0.4826	0.1	24
0.4226	0.0643	1.0003	1.968	0.1644	0.0332	0.2594	0.2919	0.9379	0.5909	0.8385	0.1939	0.1411	0.7979	1.3209	0.5014	0.1	25
0.4305	0.0669	1.0967	2.0973	0.1592	0.0344	0.2723	0.2837	0.9892	0.6104	0.797	0.1994	0.1379	0.7868	1.279	0.519	0.1	26
0.4316	0.0656	0.9758	2.0666	0.1682	0.0349	0.2577	0.2686	0.898	0.6524	0.8366	0.2031	0.1365	0.8425	1.2811	0.5043	0.1	27
0.4282	0.0637	1.0227	2.0584	0.1654	0.0309	0.2627	0.2881	0.9789	0.6096	0.8037	0.2013	0.1392	0.7761	1.2524	0.4996	0.1	28
0.4178	0.0673	1	1.9818	0.1499	0.033	0.2651	0.2906	0.9668	0.5975	0.8187	0.2016	0.1414	0.8425	1.2695	0.5127	0.1	29
0.4356	0.0655	1.015	2.0817	0.1648	0.032	0.2659	0.2809	0.9302	0.6152	0.8231	0.1997	0.1405	0.8143	1.301	0.5015	0.1	30
0.4065	0.0634	0.9956	2.1177	0.1637	0.0332	0.2578	0.2915	0.9851	0.5628	0.8622	0.1989	0.1424	0.8514	1.3273	0.5092	0.1	31
0.4386	0.0615	0.9991	2.0909	0.1573	0.0344	0.2682	0.2976	0.983	0.6101	0.8254	0.195	0.1366	0.8118	1.2735	0.477	0.1	32
0.4187	0.0672	1.0275	2.1179	0.1589	0.0346	0.2636	0.2959	0.9322	0.5915	0.8344	0.2005	0.1339	0.806	1.2891	0.4982	0.1	33
0.4369	0.0625	0.9606	1.9608	0.1689	0.0316	0.2603	0.2839	1.0018	0.6272	0.8185	0.1939	0.1369	0.8411	1.1828	0.513	0.1	34
0.4437	0.0637	0.9974	2.1354	0.1625	0.0313	0.2511	0.2931	0.9719	0.6282	0.8569	0.1995	0.1317	0.8118	1.2503	0.5015	0.1	35
0.4458	0.0656	1.0616	2.0188	0.1496	0.0332	0.2649	0.2982	0.9038	0.6468	0.7713	0.2088	0.133	0.816	1.2754	0.4932	0.1	36
0.4445	0.0579	1.0596	1.9501	0.1628	0.0311	0.2597	0.2932	0.927	0.6406	0.8002	0.21	0.1294	0.8492	1.3372	0.4995	0.1	37
0.421	0.0674	0.9823	2.0064	0.1608	0.0332	0.2633	0.2794	0.9459	0.6054	0.8277	0.1991	0.1392	0.8475	1.2686	0.4908	0.1	38
0.4305	0.0668	0.9529	2.1264	0.1597	0.0337	0.2662	0.2921	0.969	0.6061	0.8227	0.1987	0.1371	0.7899	1.212	0.4714	0.1	39
0.4044	0.0647	1.0022	2.0257	0.1597	0.0316	0.2572	0.3019	0.9172	0.6236	0.801	0.2038	0.1347	0.8491	1.2554	0.4997	0.1	40
0.4221	0.0644	1.014	2.0312	0.1607	0.0328	0.2612	0.2926	0.9634	0.6077	0.818	0.2039	0.1395	0.819	1.2901	0.4972	0.1	41
0.4128	0.0636	0.9852	2.0197	0.164	0.0331	0.2621	0.2972	0.9781	0.6384	0.8332	0.1935	0.1321	0.8757	1.2378	0.5283	0.1	42
0.414	0.0631	1.0016	2.113	0.16	0.0317	0.2729	0.2875	0.9691	0.6123	0.8489	0.21	0.1337	0.8223	1.2644	0.491	0.1	43
0.411	0.063	1.0621	2.0188	0.1672	0.0316	0.257	0.2785	0.9277	0.6432	0.8185	0.2043	0.1315	0.8141	1.2944	0.4674	0.1	44
0.4164	0.0632	0.9842	1.9606	0.1706	0.0334	0.2523	0.2795	0.9413	0.6032	0.7907	0.2097	0.142	0.8396	1.3462	0.4894	0.1	45
0.4201	0.0665	1.0239	2.0456	0.1598	0.0309	0.2445	0.2797	0.9181	0.6144	0.8814	0.2056	0.1366	0.822	1.3258	0.4928	0.1	46
0.425	0.0662	0.9918	2.0886	0.1643	0.0327	0.2515	0.2883	0.9648	0.6206	0.8223	0.2034	0.1419	0.8601	1.2693	0.5146	0.1	47
0.4314	0.0597	0.9858	2.0447	0.1629	0.0329	0.2523	0.2862	0.9448	0.6176	0.8203	0.1989	0.1382	0.8162	1.2386	0.4714	0.1	48
0.4248	0.0631	1.0107	2.0955	0.1608	0.0339	0.2611	0.311	0.968	0.6123	0.8123	0.2109	0.142	0.8294	1.2921	0.4653	0.1	49
0.4398	0.0625	0.9857	2.1244	0.1594	0.0321	0.2732	0.3063	0.9542	0.627	0.8102	0.1951	0.1358	0.8266	1.3271	0.4775	0.1	50
0.5614	0.2053	1.2213	2.4837	0.12	0.2169	1.6388	0.91	1.0086	0.7548	0.7713	0.5022	0.8258	0.8849	1.4106	1.8175	50	51
0.5503	0.2068	1.0599	2.2165	0.1336	0.2139	1.6879	0.9477	1.0907	0.7299	0.7985	0.4989	0.7997	0.8818	1.3768	1.7927	50	52
0.5333	0.198	1.1108	2.226	0.1403	0.1998	1.7178	0.9188	1.0456	0.7279	0.7944	0.4842	0.7772	0.8978	1.3771	1.8085	50	53
0.5644	0.2055	1.1979	2.5718	0.1349	0.2158	1.6913	0.8819	1.0388	0.7284	0.7937	0.5243	0.7938	0.9103	1.3914	1.7806	50	54
0.5604	0.1996	1.2731	2.5378	0.1296	0.1991	1.6127	0.8256	1.0082	0.7367	0.7707	0.4864	0.8315	0.91	1.3497	1.7421	50	55
0.5527	0.196	1.2077	2.5064	0.1278	0.2217	1.6338	0.875	1.02	0.7339	0.7813	0.4895	0.8082	0.9013	1.3998	1.7611	50	56
0.5656	0.208	1.2017	2.4476	0.1304	0.2227	1.6331	0.8538	1.0169	0.7063	0.7447	0.4999	0.8223	0.9068	1.3589	1.7816	50	57
0.536	0.1881	1.249	2.4811	0.128	0.224	1.529	0.8885	0.9913	0.7147	0.7179	0.5088	0.7818	0.9218	1.3751	1.7652	50	58
0.5539	0.1875	1.1288	2.479	0.1304	0.2181	1.5874	0.9193	1.0087	0.7298	0.8332	0.4834	0.8043	0.9445	1.3741	1.7401	50	59
0.5648	0.2033	1.1971	2.566	0.1292	0.218	1.6839	0.9118	1.0111	0.7357	0.8045	0.493	0.7994	0.8825	1.3944	1.7749	50	60
0.5466	0.2037	1.1613	2.4709	0.1258	0.215	1.6607	0.8689	1.0518	0.709	0.8155	0.4921	0.7871	0.8988	1.3621	1.7129	50	61
0.563	0.1951	1.2607	2.6434	0.1229	0.2124	1.673	0.8256	1.0046	0.7435	0.7416	0.494	0.8123	0.8961	1.5022	1.7076	50	62
0.5736	0.185	1.2363	2.3938	0.1301	0.211	1.5989	0.8427	1.0148	0.7275	0.7491	0.4939	0.8098	0.9145	1.3911	1.6838	50	63
0.567	0.2063	1.2427	2.5435	0.1309	0.2108	1.6172	0.8894	0.9918	0.7325	0.7903	0.4843	0.8429	0.9306	1.3931	1.8104	50	64
0.555	0.1992	1.2572	2.4394	0.1239	0.2113	1.6466	0.8884	1.0516	0.7321	0.8025	0.4849	0.8051	0.9262	1.3269	1.7658	50	65
0.5543	0.1947	1.253	2.5811	0.1325	0.2151	1.6132	0.9102	1.0342	0.7112	0.7616	0.5065	0.7848	0.8931	1.3793	1.7504	50	66
0.5617	0.1918	1.152	2.5286	0.134	0.2107	1.6031	0.8847	1.0331	0.7032	0.7613	0.4898	0.7932	0.9077	1.374	1.7482	50	67
0.5858	0.1935	1.2264	2.4854	0.127	0.2184	1.6186	0.9123	1.0317	0.7288	0.781	0.5039	0.8053	0.8964	1.424	1.8296	50	68
0.5509	0.198	1.243	2.5325	0.1335	0.2141	1.5852	0.8635	1.0365	0.6791	0.8231	0.4763	0.7883	0.916	1.386	1.7259	50	69
0.5793	0.1918	1.1812	2.3818	0.1232	0.2148	1.5894	0.8567	1.0233	0.7737	0.7767	0.5343	0.827	0.8728	1.3953	1.7488	50	70
0.5592	0.2135	1.2266	2.5346	0.1227	0.2154	1.661	0.8765	0.9806	0.7571	0.7691	0.4912	0.8048	0.8965	1.3838	1.735	50	71
0.5416	0.2063	1.1741	2.5633	0.1294	0.2243	1.55	0.8264	1.066	0.7258	0.7753	0.5167	0.8346	0.9007	1.4153	1.7907	50	72
0.5315	0.1963	1.2464	2.5644	0.1282	0.2188	1.6307	0.8632	0.9865	0.7415	0.8081	0.4926	0.8107	0.8332	1.3763	1.8939	50	73
0.5447	0.1971	1.1956	2.5001	0.1251	0.2215	1.6638	0.9131	1.0045	0.7259	0.7791	0.475	0.8206	0.9521	1.356	1.7314	50	74
0.5673	0.1968	1.2167	2.5125	0.1333	0.2164	1.6823	0.8522	1.0636	0.7542	0.7858	0.5051	0.8667	0.8642	1.382	1.7515	50	75
0.5486	0.1943	1.1784	2.5604	0.1231	0.2095	1.5878	0.8973	0.9788	0.7801	0.8064	0.5055	0.8218	0.8936	1.4441	1.7192	50	76
0.5385	0.1971	1.2065	2.5533	0.131	0.2191	1.6919	0.9098	0.9829	0.7074	0.7856	0.4798	0.8472	0.8952	1.4445	1.7311	50	77
0.5562	0.2023	1.2174	2.5471	0.1242	0.2169	1.6654	0.8485	0.9877	0.7771	0.8237	0.4818	0.8231	0.8681	1.4564	1.7258	50	78
0.5523	0.2074	1.1926	2.4515	0.1229	0.2129	1.6659	0.86	1.05	0.7233	0.7655	0.4839	0.8561	0.9347	1.4439	1.8392	50	79
0.5656	0.2026	1.23	2.3819	0.131	0.2162	1.618	0.8851	1.0235	0.751	0.7785	0.5167	0.8321	0.9045	1.3788	1.7304	50	80
0.5586	0.2003	1.1827	2.6218	0.1301	0.2308	1.5657	0.904	0.966	0.7586	0.7641	0.4983	0.8308	0.8965	1.3939	1.8103	50	81
0.5358	0.1972	1.2132	2.4425	0.1267	0.2136	1.5577	0.8974	1.0261	0.6884	0.7843	0.4893	0.8283	0.906	1.4784	1.7711	50	82
0.5538	0.209	1.2002	2.4453	0.1342	0.2092	1.6175	0.9161	0.9818	0.7661	0.8065	0.4901	0.7758	0.9474	1.4493	1.7214	50	83
0.559	0.1974	1.2138	2.4659	0.1319	0.229	1.6392	0.8624	1.0299	0.7309	0.7726	0.5115	0.8392	0.8925	1.3936	1.6991	50	84
0.5557	0.1984	1.3036	2.4538	0.1328	0.2226	1.6276	0.8637	1.0288	0.7454	0.7708	0.4858	0.8116	0.9296	1.398	1.7891	50	85
0.5702	0.1953	1.2225	2.394	0.1324	0.2087	1.6314	0.8577	1.0235	0.7401	0.7793	0.494	0.8161	0.8787	1.298	1.7798	50	86
0.5559	0.1977	1.2217	2.5026	0.1261	0.2096	1.6393	0.8533	0.9919	0.7332	0.7295	0.4988	0.8062	0.912	1.3683	1.7979	50	87
0.555	0.19	1.2757	2.467	0.1296	0.2175	1.6545	0.8665	1.0038	0.7348	0.7649	0.5293	0.7896	0.8882	1.4048	1.8887	50	88
0.5502	0.1964	1.2197	2.4663	0.1258	0.2249	1.6237	0.8313	1.0082	0.7237	0.7608	0.4937	0.8176	0.9176	1.3308	1.785	50	89
0.5867	0.1902	1.1666	2.5428	0.1315	0.2283	1.6523	0.8926	1.0281	0.7596	0.7783	0.4806	0.8068	0.9266	1.3612	1.7281	50	90
0.5645	0.1775	1.2321	2.5814	0.1214	0.2111	1.6201	0.8424	1.0405	0.7358	0.8052	0.5088	0.8476	0.9055	1.3781	1.7446	50	91
0.5633	0.1846	1.2065	2.394	0.1256	0.2212	1.6934	0.8376	1.0403	0.6965	0.808	0.484	0.8391	0.8676	1.3354	1.7479	50	92
0.5781	0.1906	1.1909	2.4888	0.128	0.2169	1.6479	0.8781	1.0524	0.7478	0.7836	0.4953	0.8227	0.9095	1.4194	1.8457	50	93
0.5567	0.1986	1.2158	2.4632	0.1289	0.2172	1.5257	0.9013	1.0267	0.7137	0.8053	0.5036	0.8302	0.8991	1.3572	1.7058	50	94
0.5498	0.2009	1.249	2.5967	0.13	0.2124	1.6149	0.8625	0.9811	0.7276	0.7765	0.5195	0.795	0.8784	1.3753	1.814	50	95
0.555	0.1888	1.2276	2.5395	0.1303	0.2218	1.567	0.8528	0.9965	0.7392	0.7986	0.4815	0.8257	0.9323	1.3801	1.7999	50	96
0.5432	0.1953	1.2619	2.4598	0.1335	0.2139	1.6205	0.8597	1.0027	0.7254	0.7997	0.4925	0.8359	0.8388	1.4112	1.7606	50	97
0.5786	0.1993	1.1973	2.4807	0.136	0.2171	1.5762	0.8647	1.041	0.7394	0.7583	0.4899	0.8147	0.8954	1.3657	1.7937	50	98
0.5327	0.1995	1.2153	2.4092	0.1288	0.211	1.6576	0.8612	1.0368	0.7178	0.7721	0.4957	0.7814	0.9242	1.4171	1.7668	50	99
0.5551	0.1989	1.2124	2.5788	0.1293	0.2196	1.6879	0.88	0.9604	0.7142	0.7917	0.4831	0.8026	0.8986	1.4144	1.8247	50	100
0.6833	0.3361	1.3632	2.6658	0.1142	0.3925	2.7883	1.1814	1.0425	0.8514	0.7772	0.7537	1.5137	0.8899	1.4983	2.7542	100	101
0.6554	0.3354	1.1761	2.5095	0.1401	0.3812	2.8568	1.1993	1.1681	0.7859	0.8205	0.7645	1.4475	0.9015	1.4626	2.6811	100	102
0.6548	0.3316	1.1493	2.2544	0.1486	0.36	2.8884	1.183	1.1231	0.7986	0.8215	0.7444	1.4209	0.8857	1.4035	2.6642	100	103
0.6699	0.343	1.298	2.8991	0.1443	0.3955	2.8404	1.1834	1.1293	0.823	0.8282	0.8187	1.4597	0.9284	1.4533	2.7164	100	104
0.6758	0.3382	1.4835	2.7818	0.1346	0.3598	2.7253	1.0657	1.0547	0.8178	0.7966	0.7628	1.5582	0.9362	1.3749	2.6247	100	105
0.6713	0.3248	1.3444	2.703	0.13	0.3897	2.7197	1.1293	1.0571	0.8253	0.7976	0.7586	1.4749	0.9222	1.4474	2.7448	100	106
0.6807	0.3505	1.3462	2.7765	0.1298	0.3984	2.7988	1.1633	1.0769	0.819	0.7683	0.7426	1.474	0.9003	1.4557	2.7366	100	107
0.6655	0.3184	1.3954	2.7964	0.1391	0.4087	2.6068	1.1998	1.071	0.8041	0.7612	0.808	1.4822	0.9082	1.3682	2.711	100	108
0.6628	0.3138	1.3022	2.7865	0.1343	0.3981	2.7053	1.194	1.0232	0.8167	0.8019	0.729	1.4332	0.955	1.4675	2.7082	100	109
0.6803	0.3467	1.3505	2.7229	0.1361	0.3894	2.8645	1.1244	1.0823	0.7985	0.8363	0.7611	1.4574	0.9298	1.4327	2.6287	100	110
0.6684	0.3397	1.3142	2.7912	0.1315	0.398	2.7533	1.1459	1.0643	0.8297	0.8301	0.7465	1.4548	0.946	1.4532	2.6711	100	111
0.6968	0.3302	1.3681	2.704	0.1299	0.3758	2.7631	1.0435	1.1127	0.8401	0.7736	0.7484	1.4769	0.9015	1.5251	2.6591	100	112
0.6774	0.3131	1.3484	2.7226	0.1328	0.3806	2.6374	1.1857	1.0271	0.8119	0.8171	0.7448	1.4633	0.9173	1.4823	2.5261	100	113
0.689	0.347	1.381	2.6868	0.1272	0.3805	2.7951	1.1776	1.0125	0.8179	0.8115	0.7439	1.5108	0.9508	1.4015	2.7596	100	114
0.6487	0.3306	1.4122	2.7221	0.1295	0.3789	2.7642	1.1382	1.0624	0.8424	0.7787	0.7114	1.4469	0.9473	1.4307	2.6675	100	115
0.6707	0.3222	1.3695	2.896	0.1372	0.3972	2.6785	1.1742	1.0628	0.8373	0.8002	0.7681	1.3978	0.9467	1.4339	2.6203	100	116
0.6479	0.326	1.37	2.6806	0.143	0.3825	2.7415	1.1655	1.0935	0.789	0.7739	0.7673	1.4479	0.9159	1.4697	2.6795	100	117
0.6929	0.3262	1.3995	2.6846	0.1235	0.3941	2.7232	1.1477	1.0047	0.8118	0.7824	0.7805	1.4665	0.9123	1.5081	2.7632	100	118
0.6793	0.3272	1.3711	2.829	0.1324	0.3878	2.7527	1.1361	1.0205	0.8003	0.8154	0.7269	1.4279	0.9134	1.4075	2.6325	100	119
0.6796	0.3227	1.3387	2.598	0.1304	0.3858	2.6517	1.1245	1.1087	0.8242	0.8167	0.8329	1.5468	0.9229	1.4924	2.7138	100	120
0.6584	0.3678	1.3574	2.7688	0.1298	0.3838	2.8941	1.0968	1.0719	0.8511	0.7939	0.7489	1.4402	0.896	1.4716	2.5834	100	121
0.6471	0.3467	1.2723	2.6258	0.1327	0.4137	2.5589	1.0984	1.057	0.8053	0.7954	0.7823	1.5223	0.9289	1.4107	2.7656	100	122
0.6614	0.3327	1.3702	2.8286	0.129	0.3925	2.7339	1.0961	1.0373	0.7858	0.7727	0.7422	1.4733	0.8594	1.3868	2.9317	100	123
0.6497	0.335	1.3244	2.7193	0.13	0.4083	2.8026	1.123	1.0428	0.7965	0.7825	0.7218	1.504	0.9308	1.3692	2.6556	100	124
0.6692	0.3281	1.3521	2.6968	0.1419	0.3886	2.8045	1.1326	1.0999	0.858	0.8034	0.789	1.5569	0.8929	1.4904	2.6868	100	125
0.6794	0.3201	1.2771	2.7376	0.1315	0.3843	2.7189	1.1816	1.0407	0.8484	0.8165	0.7595	1.4789	0.9462	1.4381	2.645	100	126
0.6351	0.3307	1.3658	2.7998	0.1368	0.4058	2.7948	1.1758	1.1096	0.8079	0.819	0.7093	1.5472	0.9296	1.4826	2.6233	100	127
0.6749	0.3376	1.3399	2.6925	0.1232	0.4006	2.819	1.1271	1.0042	0.8246	0.8454	0.7715	1.4874	0.9312	1.5505	2.63	100	128
0.6545	0.3441	1.288	2.5787	0.1267	0.3885	2.7739	1.1331	1.1301	0.8019	0.7583	0.7546	1.5643	0.9467	1.5316	2.8313	100	129
0.701	0.3348	1.3331	2.6174	0.1339	0.3911	2.6696	1.1431	1.0212	0.8229	0.7884	0.7882	1.5177	0.9352	1.4171	2.6419	100	130
0.6939	0.3386	1.2923	2.8225	0.1328	0.4243	2.5962	1.138	1.0021	0.8316	0.8095	0.7965	1.5055	0.9002	1.4612	2.7783	100	131
0.6568	0.3391	1.3613	2.6887	0.133	0.3787	2.6591	1.1659	1.0592	0.7798	0.7969	0.7284	1.4846	0.9221	1.4793	2.6862	100	132
0.688	0.3452	1.3045	2.6589	0.1327	0.3901	2.7221	1.1784	1.0241	0.8169	0.8387	0.7617	1.4202	0.958	1.5048	2.571	100	133
0.6955	0.3276	1.2932	2.7	0.1388	0.4157	2.7444	1.1069	1.0347	0.8018	0.816	0.7862	1.5554	0.9039	1.364	2.6297	100	134
0.6723	0.3287	1.3659	2.5901	0.1339	0.4054	2.7476	1.1786	1.0909	0.859	0.7833	0.7499	1.4865	0.9647	1.4153	2.7353	100	135
0.6846	0.3201	1.4236	2.6751	0.1315	0.382	2.7643	1.1753	1.0716	0.8247	0.7737	0.7443	1.4571	0.8805	1.4472	2.7087	100	136
0.6782	0.3367	1.3904	2.6647	0.1335	0.376	2.7371	1.097	1.0169	0.7886	0.7691	0.7758	1.4958	0.9482	1.4295	2.7329	100	137
0.6662	0.3221	1.3864	2.6942	0.1295	0.4011	2.7443	1.1255	1.0709	0.8101	0.7714	0.8014	1.4253	0.893	1.4139	2.8505	100	138
0.6685	0.3213	1.3829	2.7916	0.1227	0.4026	2.7191	1.1279	1.0292	0.789	0.7726	0.7446	1.4648	0.9739	1.4079	2.7076	100	139
0.6896	0.3158	1.3625	2.8119	0.1332	0.4057	2.7729	1.1888	1.0641	0.848	0.7973	0.7565	1.4709	0.918	1.4413	2.6836	100	140
0.6706	0.2843	1.3969	3.0176	0.1163	0.3902	2.7268	1.2006	1.0411	0.8342	0.8013	0.7659	1.5439	0.9545	1.4344	2.7306	100	141
0.6693	0.313	1.4116	2.8143	0.1298	0.4052	2.8433	1.0805	1.0314	0.7959	0.8151	0.7321	1.5306	0.9361	1.47	2.6753	100	142
0.6995	0.3267	1.3328	2.7704	0.1318	0.3892	2.7583	1.1543	1.0461	0.8254	0.8057	0.7433	1.5446	0.9125	1.4764	2.8418	100	143
0.6615	0.3349	1.3144	2.6293	0.1275	0.3952	2.5214	1.1861	1.0585	0.8372	0.8512	0.7776	1.5203	0.903	1.4639	2.5777	100	144
0.668	0.3264	1.3437	2.8804	0.1265	0.3843	2.7168	1.1223	1.0153	0.8008	0.7841	0.7894	1.4149	0.9403	1.4232	2.7687	100	145
0.668	0.3158	1.3827	2.7587	0.1307	0.4104	2.6591	1.1097	1.0221	0.8299	0.8116	0.7421	1.5227	0.9299	1.4222	2.7365	100	146
0.6623	0.3341	1.4038	2.7125	0.1404	0.3832	2.7583	1.0969	1.0104	0.8449	0.8383	0.7491	1.5075	0.8992	1.469	2.685	100	147
0.6845	0.3347	1.3195	2.6955	0.132	0.3905	2.6671	1.145	1.1206	0.8422	0.8083	0.731	1.4559	0.9139	1.4283	2.7033	100	148
0.6555	0.329	1.309	2.623	0.1316	0.3829	2.8093	1.1131	1.091	0.8019	0.7596	0.7605	1.4092	0.904	1.3965	2.7377	100	149
0.6589	0.3328	1.3305	2.67	0.1371	0.4009	2.8752	1.1526	0.998	0.8024	0.8048	0.7288	1.4601	0.9291	1.4407	2.7202	100	150
2.9879	1.9249	3.343	5.5842	0.1532	2.3724	6.4709	5.2053	2.9594	3.039	1.0038	4.2889	5.3879	2.531	3.945	6.4138	500	151
2.9286	1.8595	3.1652	5.29	0.1696	2.3301	6.4221	5.0905	2.9634	2.9007	0.9966	4.3228	5.4062	2.4925	3.927	6.3416	500	152
2.9585	1.8588	3.2237	5.1598	0.2025	2.3398	6.3759	5.2417	3.1003	2.9233	1.0131	4.2257	5.4094	2.7059	3.884	6.4046	500	153
2.9409	1.9254	3.3726	5.636	0.1718	2.395	6.5295	5.1733	2.9889	2.9697	1.015	4.2609	5.488	2.5198	3.8774	6.4092	500	154
2.8936	1.9558	3.4835	5.64	0.1698	2.3965	6.3819	5.1071	2.8932	2.9154	1.0467	4.2309	5.4607	2.3192	3.7211	6.2383	500	155
2.9495	1.9273	3.3965	5.563	0.1703	2.3936	6.4348	5.1826	2.9773	2.9614	1.025	4.3096	5.4736	2.4731	3.9038	6.3346	500	156
2.9823	1.9165	3.3731	5.6578	0.1699	2.3732	6.3451	5.1295	3.0158	2.9082	1.0059	4.3039	5.3813	2.5132	3.8759	6.3645	500	157
2.9544	1.8887	3.3796	5.5498	0.1766	2.4256	6.3011	5.2209	2.9709	2.9268	1	4.2947	5.4453	2.573	3.796	6.4082	500	158
2.9376	1.9531	3.4128	5.5245	0.1733	2.3827	6.3856	5.2647	2.9022	2.9657	1.0411	4.1676	5.5487	2.494	3.9126	6.3316	500	159
2.9197	1.8749	3.3873	5.5186	0.176	2.3693	6.354	5.1513	2.9599	2.9807	1.041	4.2404	5.474	2.5239	3.8318	6.3264	500	160
2.9385	1.8856	3.4019	5.567	0.1768	2.3524	6.5461	5.1937	2.8452	3.0591	1.0236	4.3801	5.3266	2.5656	3.9134	6.2572	500	161
2.9498	1.8674	3.4195	5.6312	0.1719	2.4619	6.5519	5.1339	3.0509	3.018	1.0179	4.3049	5.5302	2.4974	3.8457	6.2437	500	162
2.9101	1.9341	3.3348	5.6326	0.172	2.4298	6.3067	4.989	2.9604	3.1037	1.0503	4.3288	5.7283	2.437	3.9044	6.2446	500	163
2.9181	1.8598	3.4244	5.5524	0.1723	2.4259	6.4015	5.1339	2.995	3.0018	1.0267	4.2157	5.5889	2.4681	3.9072	6.3888	500	164
2.9284	1.9332	3.4109	5.3414	0.1733	2.3812	6.4564	5.2117	2.9258	3.0024	1.0179	4.139	5.3783	2.466	3.8717	6.1742	500	165
2.9806	1.9598	3.396	5.5503	0.1754	2.3958	6.288	5.1275	2.9825	3.0132	1.0318	4.187	5.5428	2.5004	3.7974	6.198	500	166
2.8819	1.9353	3.206	5.5387	0.1745	2.3929	6.2702	5.2488	3.0031	2.9815	1.0208	4.3241	5.3214	2.4838	3.9141	6.4096	500	167
2.9809	1.9014	3.4152	5.5251	0.1736	2.4177	6.5109	5.0983	2.9388	3.0066	1.0476	4.2996	5.638	2.4966	3.8398	6.5168	500	168
